KIN	05/01/2009	01	2009	Grab	B	4.600	5.1	NaN	25290	12.6	15320	15.32	29.69	7.54	NaN	0.68	0.01	1.1	1.1	0.14	0.12	0.022	3.7	NaN	NaN
KIN	12/01/2009	01	2009	Grab	S	0.505	NaN	0.7	23530	53.9	14150	14.15	29.6	7.25	0.024	0.82	0.01	1.2	1.2	0.069	0.11	0.022	4.2	120	8
KIN	12/01/2009	01	2009	Grab	B	4.000	4.5	NaN	26920	25.8	16410	16.41	29.29	7.13	NaN	0.86	0.01	1.2	1.2	0.23	0.086	0.034	4.1	NaN	NaN
KIN	19/01/2009	01	2009	Grab	S	0.505	NaN	0.8	24960	70.1	15160	15.16	26.39	7.54	0.018	0.64	0.01	1	1	0.01	0.099	0.02	3.9	130	14
KIN	19/01/2009	01	2009	Grab	B	4.700	5.1	NaN	30130	21.7	18650	18.65	27.27	7.24	NaN	0.64	0.01	0.85	0.86	0.061	0.098	0.029	3.6	NaN	NaN
KIN	27/01/2009	01	2009	Grab	S	0.512	NaN	0.8	28340	42.8	17380	17.38	28.54	7.37	0.013	0.61	0.017	0.93	0.95	0.078	0.099	0.024	4.1	120	15
KIN	27/01/2009	01	2009	Grab	B	4.100	4.6	NaN	30430	34.5	18810	18.81	28.31	7.32	NaN	0.6	0.018	0.93	0.94	0.11	0.097	0.027	3.8	NaN	NaN
KIN	02/02/2009	02	2009	Grab	S	0.500	NaN	0.9	17800	72.5	10450	10.45	29.12	7.43	0.023	1.3	0.16	1.6	1.8	0.089	0.076	0.007	3.3	150	21
KIN	02/02/2009	02	2009	Grab	B	4.700	5.2	NaN	35550	11.8	22350	22.35	27.52	7.07	NaN	0.55	0.01	0.81	0.82	0.22	0.11	0.051	3.9	NaN	NaN
KIN	09/02/2009	02	2009	Grab	S	0.505	NaN	0.5	11630	117.9	6610	6.61	25.81	7.9	0.059	1.4	0.18	1.8	2	0.01	0.13	0.008	5.7	130	26
KIN	09/02/2009	02	2009	Grab	B	4.000	4.5	NaN	34740	15.4	21790	21.79	27.24	7.26	NaN	1.3	0.027	2.3	2.4	0.57	0.38	0.22	4.7	NaN	NaN
KIN	16/02/2009	02	2009	Grab	S	0.505	NaN	0.5	26920	75.8	16470	16.47	26.29	7.74	0.032	0.85	0.013	1.4	1.4	0.01	0.14	0.028	3.6	140	17
KIN	16/02/2009	02	2009	Grab	B	5.100	5.6	NaN	36300	1	22900	22.9	25.65	7.3	NaN	0.56	0.01	1	1	0.33	0.3	0.19	2.7	NaN	NaN
KIN	23/02/2009	02	2009	Grab	S	0.500	NaN	NaN 	29230	59.8	18040	18.04	25.12	7.43	0.012	0.86	0.01	0.95	0.95	0.06	0.066	0.049	4	140	16
KIN	23/02/2009	02	2009	Grab	B	4.512	5.4	NaN	30860	48.3	19150	19.15	25.31	7.38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KIN	02/03/2009	03	2009	Grab	S	0.513	NaN	1	30490	108.4	15530	15.53	23.43	7.66	0.034	0.89	0.014	1.3	1.3	0.019	0.12	0.021	4.1	140	15
KIN	02/03/2009	03	2009	Grab	B	5.000	5.5	NaN	31980	91.1	19960	19.96	23.21	7.55	NaN	0.79	0.01	0.95	0.96	0.01	0.076	0.018	3.8	NaN	NaN
KIN	09/03/2009	03	2009	Grab	S	0.515	NaN	1.1	27500	78.7	16890	16.89	24.07	7.53	0.014	0.8	0.01	1.1	1.1	0.01	0.093	0.015	4.3	150	15
KIN	09/03/2009	03	2009	Grab	B	4.800	5.3	NaN	36490	46.5	23070	23.07	24.02	7.36	NaN	0.64	0.01	0.78	0.78	0.022	0.083	0.027	3.9	NaN	NaN
KIN	16/03/2009	03	2009	Inte	S	0.509	NaN	1.1	31230	90	19430	19.43	24.31	7.49	0.011	0.82	0.01	1.1	1.1	0.01	0.086	0.028	4.1	150	12
KIN	16/03/2009	03	2009	Grab	B	5.500	5.5	NaN	39860	30.5	25440	25.44	23.91	7.22	NaN	0.66	0.014	0.94	0.96	0.18	0.12	0.078	3.7	NaN	NaN
KIN	23/03/2009	03	2009	Grab	S	0.506	NaN	1.2	34430	83.7	21660	21.66	22.78	7.62	0.021	0.77	0.01	1.1	1.1	0.012	0.1	0.023	3.6	150	10
KIN	23/03/2009	03	2009	Grab	B	4.700	5.2	NaN	37890	49.9	24050	24.05	23.9	7.43	NaN	0.75	0.015	1.2	1.2	0.024	0.16	0.033	3.5	NaN	NaN
KIN	30/03/2009	03	2009	Grab	S	0.605	NaN	0.5	36280	86.6	22930	22.93	23.25	7.58	0.013	0.79	0.01	0.93	0.93	0.01	0.095	0.037	3.5	150	15
KIN	30/03/2009	03	2009	Grab	B	5.200	5.7	NaN	38410	56.8	24420	24.42	23.45	7.39	NaN	0.7	0.01	0.9	0.91	0.07	0.11	0.048	3.3	NaN	NaN
KIN	06/04/2009	04	2009	Grab	S	0.501	NaN	0.9	35340	81	22300	22.3	21.32	7.52	0.011	0.73	0.05	0.97	1	0.09	0.075	0.023	3.5	150	12
KIN	06/04/2009	04	2009	Grab	B	4.700	5.2	NaN	37760	65.4	24000	24	20.92	7.43	NaN	0.68	0.052	0.88	0.93	0.11	0.088	0.034	3.3	NaN	NaN
KIN	14/04/2009	04	2009	Grab	S	0.534	NaN	1.7	40360	68.1	25840	25.84	21.02	7.43	0.007	0.64	0.019	0.77	0.79	0.022	0.079	0.033	3	140	9
KIN	14/04/2009	04	2009	Grab	B	4.500	5	NaN	42990	56.9	27710	27.71	21.05	7.41	NaN	0.58	0.012	0.69	0.71	0.075	0.08	0.044	2.8	NaN	NaN
KIN	20/04/2009	04	2009	Grab	S	0.504	NaN	1.4	40460	65.3	25890	25.89	22.51	7.37	0.0096	0.64	0.047	0.93	0.98	0.14	0.077	0.041	3.1	140	10
KIN	20/04/2009	04	2009	Grab	B	4.700	5.2	NaN	44630	27.3	28880	28.88	21.55	7.22	NaN	0.53	0.035	0.79	0.82	0.22	0.089	0.06	2.8	NaN	NaN
KIN	27/04/2009	04	2009	Grab	S	0.505	NaN	2	42520	76.4	27370	27.37	21.28	7.46	0.0092	0.55	0.032	0.68	0.71	0.018	0.064	0.045	2.3	140	11
KIN	27/04/2009	04	2009	Grab	B	4.700	5	NaN	43090	65.9	27790	27.79	20.7	7.41	NaN	0.55	0.031	0.64	0.68	0.027	0.063	0.047	2.3	NaN	NaN
KIN	04/05/2009	05	2009	Grab	S	0.517	NaN	1.7	41810	65.8	26880	26.88	18.62	7.3	0.0072	0.59	0.071	0.87	0.94	0.088	0.073	0.054	2.6	140	11
KIN	04/05/2009	05	2009	Grab	B	4.500	5	NaN	44660	54.1	28920	28.92	19.29	7.27	NaN	0.52	0.05	0.66	0.71	0.11	0.07	0.069	2.4	NaN	NaN
KIN	11/05/2009	05	2009	Grab	S	0.504	NaN	2	45890	79.1	29780	29.78	19.58	7.48	0.0058	0.47	0.018	0.61	0.63	0.015	0.066	0.03	2.4	140	8
KIN	11/05/2009	05	2009	Grab	B	5.500	6	NaN	46350	77.3	30140	30.14	18.88	7.48	NaN	0.45	0.015	0.53	0.54	0.014	0.06	0.035	2.5	NaN	NaN
KIN	18/05/2009	05	2009	Grab	S	0.504	NaN	2.4	46300	77.3	30100	30.1	17.05	7.48	0.011	0.59	0.049	0.74	0.79	0.034	0.071	0.035	2.8	140	8
KIN	18/05/2009	05	2009	Grab	B	5.000	5.5	NaN	47820	53.1	31280	31.28	17.86	7.35	NaN	0.46	0.029	0.53	0.56	0.057	0.062	0.038	2.7	NaN	NaN
KIN	25/05/2009	05	2009	Grab	S	0.515	NaN	1.5	36750	51.2	23310	23.31	16.34	7.18	0.004	0.59	0.085	0.92	1	0.16	0.074	0.037	3.2	130	9
KIN	25/05/2009	05	2009	Grab	B	5.000	5.5	NaN	42400	34.7	27300	27.3	17.15	7.14	NaN	0.55	0.06	0.74	0.8	0.17	0.071	0.044	2.8	NaN	NaN
KIN	02/06/2009	06	2009	Grab	S	0.512	NaN	2	39660	61.3	25350	25.35	16.92	7.37	0.0044	0.53	0.076	0.71	0.79	0.11	0.055	0.026	3	130	7
KIN	02/06/2009	06	2009	Grab	B	4.600	5.3	NaN	47410	47.1	30900	30.9	16.25	7.38	NaN	0.43	0.063	0.56	0.62	0.11	0.07	0.035	2.4	NaN	NaN
KIN	08/06/2009	06	2009	Grab	S	0.517	NaN	2.5	41060	83.3	26340	26.34	16	7.48	0.005	0.58	0.063	0.69	0.75	0.077	0.053	0.023	2.9	130	7
KIN	08/06/2009	06	2009	Grab	B	5.000	5.5	NaN	43910	46	28370	28.37	16.73	7.29	NaN	0.47	0.069	0.65	0.72	0.16	0.051	0.03	2.6	NaN	NaN
KIN	15/06/2009	06	2009	Grab	S	0.506	NaN	1.6	35300	45.6	22290	22.29	16.37	7.23	0.0022	0.55	0.083	1	1.1	0.17	0.052	0.021	3.3	130	8
KIN	15/06/2009	06	2009	Grab	B	4.500	5	NaN	43840	25	28320	28.32	16.75	7.26	NaN	0.63	0.067	0.9	0.97	0.24	0.066	0.038	2.5	NaN	NaN
KIN	22/06/2009	06	2009	Grab	S	0.507	NaN	1.5	32500	82.9	20350	20.35	15.51	7.26	0.016	0.46	0.078	0.72	0.8	0.043	0.058	0.014	2.7	120	8
KIN	22/06/2009	06	2009	Grab	B	4.500	5.2	NaN	38690	48	24660	24.66	16.32	7.1	NaN	0.42	0.086	0.63	0.72	0.19	0.057	0.03	2.4	NaN	NaN
KIN	30/06/2009	06	2009	Grab	S	0.499	NaN	0.7	8144	73.8	4550	4.55	13.83	7.3	0.0026	0.54	0.53	0.67	1.2	0.048	0.041	0.009	4	69	11
KIN	30/06/2009	06	2009	Grab	B	4.000	4.5	NaN	35230	11.7	22240	22.24	15.68	7.1	NaN	0.29	0.088	0.69	0.78	0.38	0.062	0.04	2.7	NaN	NaN
KIN	06/07/2009	07	2009	Grab	S	0.520	NaN	1.2	12610	87.5	5440	5.44	13.3	7.69	0.0086	0.53	1.2	0.61	1.8	0.024	0.036	0.013	5.1	110	15
KIN	06/07/2009	07	2009	Grab	B	5.500	5.5	NaN	30080	30.4	18610	18.61	14.44	7.25	NaN	0.39	0.41	0.8	1.2	0.31	0.061	0.033	3.5	NaN	NaN
KIN	13/07/2009	07	2009	Grab	S	0.504	NaN	1.1	10050	87.9	5700	5.7	12.67	7.39	0.0073	0.85	1.1	0.97	2.1	0.014	0.045	0.01	5.1	84	15
KIN	13/07/2009	07	2009	Grab	B	5.000	5.5	NaN	10800	85.6	6150	6.15	12.02	7.39	NaN	0.85	1.1	1	2.1	0.03	0.047	0.008	5.1	NaN	NaN
KIN	20/07/2009	07	2009	Grab	S	0.500	NaN	0.2	4002	81.2	2180	2.18	13.48	7.56	0.0045	0.56	0.82	0.8	1.6	0.036	0.12	0.012	3.7	41	13
KIN	20/07/2009	07	2009	Grab	B	5.000	5.5	NaN	3915	81.2	2130	2.13	13.49	7.32	NaN	0.73	0.82	0.81	1.6	0.013	0.12	0.015	3.7	NaN	NaN
KIN	27/07/2009	07	2009	Grab	S	0.501	NaN	0.3	7274	93.6	4030	4.03	11.87	7.43	0.003	0.87	2.1	1	3.2	0.077	0.066	0.024	5.2	69	17
KIN	27/07/2009	07	2009	Grab	B	4.500	5	NaN	7292	93	4040	4.04	11.86	7.4	NaN	0.93	2.2	1.3	3.4	0.075	0.068	0.025	5.3	NaN	NaN
KIN	03/08/2009	08	2009	Grab	S	0.512	NaN	1	8230	86.3	4600	4.6	12.72	7.55	0.011	0.78	1.5	1.1	2.6	0.031	0.033	0.007	4.4	83	15
KIN	03/08/2009	08	2009	Grab	B	4.500	5	NaN	8467	81.2	4740	4.74	12.22	7.54	NaN	0.88	1.5	0.95	2.5	0.031	0.032	0.006	4.3	NaN	NaN
KIN	10/08/2009	08	2009	Grab	S	0.499	NaN	0.9	7922	83.5	4410	4.41	15.68	7.51	0.004	0.66	0.78	0.76	1.5	0.057	0.028	0.005	2.9	80	14
KIN	10/08/2009	08	2009	Grab	B	4.500	5	NaN	8301	78.2	4640	4.64	15.49	7.48	NaN	0.57	0.8	0.77	1.6	0.069	0.056	0.005	2.9	NaN	NaN
KIN	18/08/2009	08	2009	Grab	S	0.508	NaN	0.5	7280	85.4	4030	4.03	14.78	7.42	0.0032	0.46	0.38	0.61	0.99	0.039	0.051	0.022	3.3	76	15
KIN	18/08/2009	08	2009	Grab	B	4.700	5.2	NaN	7606	86.2	4230	4.23	14.75	7.5	NaN	0.54	0.36	0.73	1.1	0.047	0.059	0.024	3.1	NaN	NaN
KIN	24/08/2009	08	2009	Grab	S	0.535	NaN	0.4	5212	88.8	2820	2.82	15.01	7.53	0.0026	0.87	0.38	1	1.4	0.047	0.1	0.05	4.5	71	18
KIN	24/08/2009	08	2009	Grab	B	4.500	5	NaN	5220	88.2	2830	2.83	14.98	7.49	NaN	0.84	0.37	0.97	1.3	0.05	0.11	0.052	4.3	NaN	NaN
KIN	31/08/2009	08	2009	Grab	S	0.498	NaN	0.8	7081	90.6	3910	3.91	14.18	7.63	0.001	0.61	0.32	0.74	1.1	0.051	0.042	0.02	3.4	88	16
KIN	31/08/2009	08	2009	Grab	B	4.600	5.1	NaN	7437	90.1	4130	4.13	13.92	7.67	NaN	0.74	0.3	0.8	1.1	0.047	0.043	0.021	3.2	NaN	NaN
KIN	07/09/2009	09	2009	Grab	S	0.493	NaN	0.8	6407	87.8	3520	3.52	14.91	7.67	0.0006	0.66	0.31	0.77	1.1	0.051	0.041	0.019	2.7	83	14
KIN	07/09/2009	09	2009	Grab	B	3.800	4.3	NaN	7087	87.3	3920	3.92	14.54	7.71	NaN	0.73	0.29	0.89	1.2	0.053	0.047	0.021	2.4	NaN	NaN
KIN	14/09/2009	09	2009	Grab	S	0.506	NaN	0.4	3774	85.5	2000	2	15.15	7.38	0.0013	0.87	0.24	1	1.2	0.031	0.099	0.046	3.4	53	18
KIN	14/09/2009	09	2009	Grab	B	4.500	5	NaN	3830	84.9	2040	2.04	15.12	7.38	NaN	0.86	0.23	1	1.3	0.032	0.1	0.049	3.5	NaN	NaN
KIN	21/09/2009	09	2009	Grab	S	0.478	NaN	0.5	5714	89.5	3110	3.11	15.63	7.54	0.0006	0.65	0.19	0.79	0.98	0.035	0.056	0.021	2.5	73	14
KIN	21/09/2009	09	2009	Grab	B	5.000	5.5	NaN	6196	88.3	3390	3.39	15.46	7.55	NaN	0.69	0.19	1.1	1.2	0.038	0.1	0.024	2.4	NaN	NaN
KIN	29/09/2009	09	2009	Grab	S	0.499	NaN	1	6106	84.8	3340	3.34	15.5	7.55	0.0005	0.59	0.13	0.66	0.79	0.025	0.037	0.019	2.4	80	12
KIN	29/09/2009	09	2009	Grab	B	4.500	5	NaN	7776	84.2	4330	4.33	16.03	7.68	NaN	0.62	0.092	0.73	0.83	0.044	0.041	0.02	1.7	NaN	NaN
KIN	05/10/2009	10	2009	Grab	S	0.528	NaN	0.9	6405	83.9	3510	3.51	18.01	7.4	0.0005	0.63	0.09	0.74	0.83	0.048	0.037	0.015	1.8	86	12
KIN	05/10/2009	10	2009	Grab	B	4.500	5	NaN	6814	82.5	3750	3.75	17.17	7.42	NaN	0.64	0.074	0.82	0.9	0.058	0.052	0.018	2.2	NaN	NaN
KIN	12/10/2009	10	2009	Grab	S	0.505	NaN	1.1	6387	78.5	3500	3.5	19.1	NaN	0.001	0.49	0.061	0.64	0.7	0.067	0.041	0.015	1.5	89	13
KIN	12/10/2009	10	2009	Grab	B	4.500	5	NaN	6932	74.8	3820	3.82	18.96	NaN	NaN	0.57	0.075	0.64	0.71	0.064	0.048	0.014	1.8	NaN	NaN
KIN	19/10/2009	10	2009	Grab	S	0.503	NaN	0.8	6559	77.6	3590	3.59	22.23	7.48	0.0062	0.5	0.058	0.73	0.79	0.066	0.044	0.014	1.8	100	13
KIN	19/10/2009	10	2009	Grab	B	4.800	5.3	NaN	7031	68.9	3870	3.87	21.94	7.38	NaN	0.5	0.055	0.74	0.79	0.11	0.05	0.015	1.7	NaN	NaN
KIN	26/10/2009	10	2009	Grab	S	0.488	NaN	0.7	6623	79.5	3630	3.63	21.58	7.56	0.0066	0.52	0.012	0.66	0.67	0.019	0.042	0.007	1.9	100	12
KIN	26/10/2009	10	2009	Grab	B	4.500	5	NaN	7097	68	3910	3.91	21.43	7.49	NaN	0.52	0.013	0.62	0.63	0.051	0.044	0.008	1.9	NaN	NaN
KIN	02/11/2009	11	2009	Grab	S	0.502	NaN	0.5	8541	100.1	4770	4.77	21.94	7.77	0.024	0.58	0.013	0.88	0.9	0.01	0.069	0.005	2	110	12
KIN	02/11/2009	11	2009	Grab	B	4.000	4.5	NaN	24590	5.6	14980	14.98	21.12	7.17	NaN	0.5	0.011	1.3	1.3	0.65	0.072	0.043	2.4	NaN	NaN
KIN	09/11/2009	11	2009	Grab	S	0.518	NaN	0.8	10240	84.4	9560	9.56	24.18	7.61	0.014	0.48	0.01	0.7	0.71	0.01	0.039	0.006	1.8	110	12
KIN	09/11/2009	11	2009	Grab	B	4.500	5	NaN	19010	4	11300	11.3	23.42	7.13	NaN	0.44	0.01	0.84	0.85	0.11	0.045	0.01	2	NaN	NaN
KIN	16/11/2009	11	2009	Grab	S	0.519	NaN	0.5	16380	75.4	9580	9.58	26.15	7.46	0.02	0.53	0.014	0.84	0.85	0.011	0.074	0.008	2.1	120	11
KIN	16/11/2009	11	2009	Grab	B	5.000	5.5	NaN	19100	10.4	11320	11.32	25.96	7.11	NaN	0.5	0.012	0.72	0.73	0.01	0.06	0.007	2.2	NaN	NaN
KIN	23/11/2009	11	2009	Grab	S	0.000	NaN	0.7	8243	95.6	4570	4.57	24.54	7.66	0.015	0.6	0.01	0.76	0.76	0.01	0.041	0.006	1.9	130	14
KIN	23/11/2009	11	2009	Grab	B	4.000	4	NaN	8350	77.8	4650	4.65	23.25	7.52	NaN	0.64	0.01	0.79	0.79	0.016	0.044	0.007	NaN	NaN	NaN
KIN	30/11/2009	11	2009	Grab	S	0.510	NaN	0.7	10080	101.3	5660	5.66	26.87	7.78	0.021	0.55	0.01	0.79	0.8	0.016	0.071	0.011	2.1	120	13
KIN	30/11/2009	11	2009	Grab	B	4.300	4.8	NaN	11780	38	6710	6.71	25.34	7.29	NaN	0.55	0.015	0.71	0.73	0.033	0.07	0.012	2.2	NaN	NaN
KIN	07/12/2009	12	2009	Grab	S	0.495	NaN	0.7	10270	74.5	5770	5.77	27.79	7.5	0.023	0.61	0.01	0.82	0.83	0.01	0.061	0.013	1.9	110	12
KIN	07/12/2009	12	2009	Grab	B	4.500	5	NaN	17570	23.7	10320	10.32	27.79	7.19	NaN	0.55	0.01	0.76	0.77	0.052	0.072	0.018	2.7	NaN	NaN
KIN	14/12/2009	12	2009	Grab	S	0.481	NaN	0.7	16790	94.5	9810	9.81	28.33	7.78	0.012	0.59	0.01	0.95	0.95	0.01	0.084	0.011	2.5	120	11
KIN	14/12/2009	12	2009	Grab	B	4.700	5.2	NaN	19500	42.7	11570	11.57	27.28	7.42	NaN	0.59	0.014	1.1	1.1	0.023	0.12	0.016	2.7	NaN	NaN
KIN	21/12/2009	12	2009	Grab	S	0.575	NaN	0.5	20240	104.3	12000	12	29.59	7.68	0.06	0.59	0.01	1.2	1.2	0.01	0.13	0.018	2.6	120	11
KIN	21/12/2009	12	2009	Grab	B	4.000	4.5	NaN	24960	29	15120	15.12	28.19	7.24	NaN	0.58	0.01	0.79	0.8	0.043	0.09	0.025	2.8	NaN	NaN
KIN	29/12/2009	12	2009	Grab	S	0.497	NaN	0.6	25110	109.9	17030	17.03	28.72	7.68	0.042	0.58	0.01	1.3	1.3	0.01	0.16	0.021	2.4	120	11
KIN	29/12/2009	12	2009	Grab	B	4.500	0.6	NaN	27810	25.8	4250	4.25	28.21	7.14	NaN	0.58	0.01	0.99	1	0.01	0.16	0.025	2.3	NaN	NaN
SUC	15/12/2008	12	2008	Grab	S	0.508	NaN	0.7	10410	57.6	6430	6.43	26.83	7.25	0.0097	0.7	0.01	0.82	0.83	0.021	0.059	0.005	2.2	110	19
SUC	15/12/2008	12	2008	Grab	B	3.700	4.1	NaN	13120	45.7	8950	8.95	26.98	7.16	NaN	0.68	0.01	0.85	0.86	0.023	0.074	0.005	2.5	NaN	NaN
SUC	22/12/2008	12	2008	Grab	S	0.634	NaN	0.7	10830	76.9	10430	10.43	25.59	7.56	0.017	0.56	0.01	0.78	0.78	0.01	0.059	0.005	2.4	110	14
SUC	22/12/2008	12	2008	Grab	B	3.500	3.9	NaN	15850	35.8	8360	8.36	25.91	7.29	NaN	0.58	0.01	0.82	0.82	0.01	0.082	0.005	2.9	NaN	NaN
SUC	29/12/2008	12	2008	Grab	S	0.522	NaN	0.5	11500	66.2	10690	10.69	28.25	7.23	0.021	0.71	0.01	0.94	0.94	0.01	0.079	0.006	2.9	110	14
SUC	29/12/2008	12	2008	Grab	B	3.200	3.7	NaN	14470	32.2	13650	13.65	27.18	7.04	NaN	0.86	0.01	1	1	0.01	0.079	0.006	3.3	NaN	NaN
SUC	05/01/2009	01	2009	Grab	S	0.510	NaN	0.6	18190	72.2	13490	13.49	29.17	7.83	0.018	0.71	0.01	0.9	0.9	0.01	0.085	0.008	3.5	120	12
SUC	05/01/2009	01	2009	Grab	B	3.900	4.4	NaN	23650	17.9	12950	12.95	29.78	7.57	NaN	0.63	0.01	0.88	0.88	0.16	0.084	0.02	3.7	NaN	NaN
SUC	12/01/2009	01	2009	Grab	S	0.510	NaN	0.7	19570	70.2	13520	13.52	29.91	7.33	0.032	0.83	0.01	1.3	1.3	0.01	0.09	0.006	4.2	130	8
SUC	12/01/2009	01	2009	Grab	B	3.600	4.1	NaN	21680	36.9	16490	16.49	29.03	7.15	NaN	0.83	0.01	1.1	1.1	0.1	0.081	0.015	4.3	NaN	NaN
SUC	19/01/2009	01	2009	Grab	S	0.566	NaN	0.8	22490	76.2	15160	15.16	26.55	7.55	0.018	0.67	0.01	1.1	1.2	0.01	0.11	0.011	4.2	130	14
SUC	19/01/2009	01	2009	Grab	B	3.000	3.5	NaN	26680	26	16740	16.74	27.01	7.27	NaN	0.64	0.01	0.81	0.82	0.045	0.088	0.024	3.9	NaN	NaN
SUC	27/01/2009	01	2009	Grab	S	0.525	NaN	0.7	24860	51.1	20510	20.51	28.35	7.44	0.014	0.64	0.018	0.96	0.98	0.055	0.093	0.018	4.6	120	17
SUC	27/01/2009	01	2009	Grab	B	3.200	3.7	NaN	27380	32.3	20460	20.46	28.15	7.3	NaN	0.62	0.02	0.96	0.98	0.16	0.1	0.028	4.3	NaN	NaN
SUC	02/02/2009	02	2009	Grab	S	0.501	NaN	0.9	17930	69.8	5450	5.45	29.22	7.41	0.038	1.7	0.23	2.3	2.5	0.29	0.11	0.008	3.2	160	28
SUC	02/02/2009	02	2009	Grab	B	3.900	4.4	NaN	32900	11.5	6310	6.31	27.8	7.06	NaN	0.56	0.013	0.85	0.86	0.2	0.12	0.053	4.2	NaN	NaN
SUC	09/02/2009	02	2009	Grab	S	0.581	NaN	0.5	9709	99.3	15240	15.24	25.69	7.74	0.082	1.4	0.28	2	2.3	0.01	0.12	0.008	6.9	140	29
SUC	09/02/2009	02	2009	Grab	B	2.800	3.3	NaN	10860	79.9	18870	18.87	25.46	7.58	NaN	1.4	0.25	1.7	1.9	0.09	0.077	0.005	6.4	NaN	NaN
SUC	16/02/2009	02	2009	Grab	S	0.504	NaN	0.6	25080	91.6	17430	17.43	26.4	7.71	0.058	0.92	0.014	1.9	1.9	0.026	0.2	0.029	3.9	140	19
SUC	16/02/2009	02	2009	Grab	B	4.500	5	NaN	31820	29.1	18020	18.02	25.75	7.23	NaN	0.77	0.01	1.2	1.3	0.27	0.22	0.062	3.1	NaN	NaN
SUC	23/02/2009	02	2009	Grab	S	0.498	NaN	0.7	26550	61.3	18190	18.19	25.13	7.4	0.018	1.1	0.01	1.5	1.5	0.025	0.11	0.027	4.4	140	19
SUC	23/02/2009	02	2009	Insitu	B	3.046	3.4	NaN	29200	41	18870	18.87	25.34	7.32	NaN	0.64	0.01	0.79	0.79	0.016	0.044	0.007	1.8	NaN	NaN
SUC	02/03/2009	03	2009	Grab	S	0.508	NaN	0.8	28400	91.3	18110	18.11	23.91	7.49	0.013	0.84	0.03	1.3	1.3	0.11	0.094	0.018	4.4	150	15
SUC	02/03/2009	03	2009	Grab	B	3.500	4	NaN	30410	71.5	20840	20.84	23.79	7.34	NaN	0.78	0.021	1.1	1.2	0.15	0.097	0.015	4.1	NaN	NaN
SUC	09/03/2009	03	2009	Grab	S	0.500	NaN	1.1	26810	78.8	19090	19.09	24.04	7.46	0.012	0.73	0.01	1	1	0.014	0.079	0.016	4	140	13
SUC	09/03/2009	03	2009	Grab	B	3.800	4.3	NaN	33620	60.4	24490	24.49	24.12	7.34	NaN	0.68	0.01	0.88	0.88	0.027	0.082	0.021	3.5	NaN	NaN
SUC	16/03/2009	03	2009	Grab	S	0.519	NaN	1	30740	86	20820	20.82	24.29	7.44	0.018	0.93	0.01	1.1	1.1	0.01	0.1	0.03	4.2	150	14
SUC	16/03/2009	03	2009	Grab	B	4.500	4.5	NaN	38560	26	21880	21.88	24.13	7.15	NaN	0.68	0.01	0.93	0.94	0.2	0.13	0.077	3.8	NaN	NaN
SUC	23/03/2009	03	2009	Grab	S	0.518	NaN	1.2	33220	79.1	22210	22.21	22.96	7.57	0.013	0.76	0.01	1	1	0.01	0.082	0.024	3.7	150	10
SUC	23/03/2009	03	2009	Grab	B	3.500	4	NaN	36230	53	23080	23.08	23.67	7.41	NaN	0.7	0.01	0.96	0.96	0.014	0.11	0.032	3.6	NaN	NaN
SUC	30/03/2009	03	2009	Grab	S	0.431	NaN	0.5	34750	93.1	23220	23.22	23.62	7.56	0.013	0.72	0.01	1	1	0.01	0.098	0.036	3.6	150	16
SUC	30/03/2009	03	2009	Grab	B	4.200	4.7	NaN	36500	62.3	24900	24.9	23.57	7.37	NaN	0.71	0.01	0.9	0.91	0.052	0.1	0.033	3.5	NaN	NaN
SUC	06/04/2009	04	2009	Grab	S	0.614	NaN	0.9	32750	74.5	25250	25.25	21.69	7.5	0.0073	0.84	0.042	1	1.1	0.15	0.067	0.028	3.9	160	13
SUC	06/04/2009	04	2009	Grab	B	3.000	3.5	NaN	36640	60.7	26770	26.77	21.21	7.39	NaN	0.69	0.043	0.92	0.97	0.14	0.079	0.035	3.5	NaN	NaN
SUC	14/04/2009	04	2009	Grab	S	0.513	NaN	1.6	39080	58.4	28120	28.12	21.17	7.38	0.0085	0.69	0.019	0.9	0.92	0.06	0.081	0.031	3.1	140	10
SUC	14/04/2009	04	2009	Grab	B	3.500	4	NaN	41640	45.8	27950	27.95	21.15	7.34	NaN	0.64	0.013	0.83	0.85	0.068	0.077	0.036	2.9	NaN	NaN
SUC	20/04/2009	04	2009	Grab	S	0.511	NaN	1.4	39810	60.1	26440	26.44	22.36	7.35	0.0049	0.58	0.049	0.85	0.9	0.16	0.07	0.043	3.2	150	10
SUC	20/04/2009	04	2009	Grab	B	4.000	4.5	NaN	43560	27.1	26530	26.53	21.51	7.21	NaN	0.52	0.033	0.79	0.83	0.22	0.084	0.059	2.9	NaN	NaN
SUC	27/04/2009	04	2009	Grab	S	0.508	NaN	1.8	41250	68.1	26420	26.42	20.94	7.4	0.0081	0.64	0.05	0.74	0.79	0.041	0.071	0.044	2.6	140	11
SUC	27/04/2009	04	2009	Grab	B	3.600	4.1	NaN	41360	61.2	27850	27.85	20.29	7.36	NaN	0.57	0.05	0.72	0.77	0.052	0.058	0.044	2.5	NaN	NaN
SUC	04/05/2009	05	2009	Grab	S	0.501	NaN	1.5	40580	54.9	29240	29.24	19.22	7.26	0.0033	0.59	0.082	0.8	0.88	0.13	0.066	0.056	2.7	150	12
